sep=,
DeviceTag:,Xsens DOT 1
FirmwareVersion:,2.2.1
AppVersion:,2023.6.0
SyncStatus:,Synced
OutputRate:,60Hz
FilterProfile:,General
Measurement Mode:,Custom modes - custom mode1
StartTime: ,2023-12-12_15:43:44_533 CET
© Movella Technologies B. V. 2005-2023

PacketCounter,SampleTimeFine,Euler_X,Euler_Y,Euler_Z,FreeAcc_X,FreeAcc_Y,FreeAcc_Z,Gyr_X,Gyr_Y,Gyr_Z
120,2081862870,105.458023,0.341293,-37.794041,-0.067641,-0.011339,0.097399,-2.461368,-4.225339,1.073691
121,2081879537,105.404083,0.317230,-37.872871,-0.078486,-0.019108,0.089302,-3.290425,-4.228337,1.551649
122,2081896204,105.343521,0.285167,-37.955395,-0.060032,0.008726,0.068746,-3.687870,-4.318941,2.070204
123,2081912871,105.293358,0.246472,-38.038300,-0.052553,-0.015831,0.078548,-3.066775,-4.238121,2.454881
124,2081929538,105.252823,0.200022,-38.122402,-0.046252,-0.005565,0.065366,-2.492424,-4.187305,2.919624
125,2081946205,105.218269,0.148717,-38.208923,-0.062474,-0.000090,0.072153,-2.137610,-4.254026,3.236414
126,2081962872,105.174454,0.092114,-38.300159,-0.002359,0.028424,0.123449,-2.697748,-4.446430,3.614625
127,2081979539,105.112709,0.032317,-38.393044,0.014572,0.053618,0.078726,-3.779270,-4.496067,3.821614
128,2081996206,105.054718,-0.027427,-38.485107,0.017321,0.073494,0.068686,-3.558539,-4.454818,3.801149
129,2082012873,105.001549,-0.085931,-38.577995,-0.046405,0.093758,0.093795,-3.276082,-4.525290,3.737629
130,2082029540,104.942665,-0.143214,-38.670483,0.010854,0.101140,0.093339,-3.624274,-4.526623,3.656284
131,2082046207,104.887184,-0.197272,-38.763680,0.077296,0.082111,0.071115,-3.425136,-4.622568,3.476163
132,2082062874,104.842697,-0.249701,-38.854809,0.145167,0.065376,0.077235,-2.772460,-4.530042,3.346024
133,2082079541,104.817574,-0.298445,-38.944695,0.185259,0.064918,0.143206,-1.613990,-4.517975,3.109778
134,2082096208,104.803734,-0.340729,-39.031368,0.097338,0.049372,0.223702,-0.941151,-4.431920,2.683808
135,2082112875,104.736099,-0.374843,-39.114582,0.101892,0.073189,0.355782,-4.172143,-4.357707,2.153471
136,2082129542,104.531624,-0.394658,-39.197056,0.121562,-0.085259,0.571234,-12.384120,-4.539483,1.301952
137,2082146209,104.109665,-0.392850,-39.276306,0.258948,-0.237665,0.933627,-25.432112,-4.686981,-0.027354
138,2082162876,103.387909,-0.355731,-39.344734,0.247914,-0.516641,1.513619,-43.413902,-4.569887,-2.287242
139,2082179543,102.420898,-0.272978,-39.374454,-0.197773,-0.339950,1.961329,-58.110691,-2.901941,-5.541848
140,2082196210,101.348427,-0.141602,-39.336487,-1.111112,0.450562,1.876044,-64.419716,0.549766,-9.282719
141,2082212877,100.340797,0.031779,-39.211231,-1.282938,0.986549,1.740326,-60.528625,5.369180,-12.728635
142,2082229544,99.561806,0.229263,-39.002647,-1.113678,1.315421,1.180184,-46.847744,10.227516,-14.927790
143,2082246211,99.120399,0.440932,-38.722618,-0.550240,1.595757,1.144543,-26.662710,14.467488,-16.348831
144,2082262878,99.052917,0.654966,-38.391258,-0.383718,1.546267,0.742785,-4.321896,17.556459,-16.907707
145,2082279545,99.353409,0.863027,-38.023525,-0.177983,1.743542,0.837174,17.651302,19.738106,-16.936186
146,2082296212,99.938622,1.062078,-37.626671,-0.380635,1.370706,0.652115,34.622456,21.430744,-16.846176
147,2082312879,100.661354,1.256676,-37.202007,-0.320963,1.355878,0.522047,42.756077,22.940310,-17.123606
148,2082329546,101.450630,1.445334,-36.748783,-0.410609,1.232780,0.544602,46.620899,24.477394,-17.401789
149,2082346213,102.213921,1.632728,-36.270279,-0.468741,1.025709,0.411153,44.929703,25.753233,-17.967102
150,2082362880,102.854164,1.822587,-35.769386,-0.570629,0.690969,0.665447,37.406788,26.822720,-18.714378
151,2082379547,103.343918,2.024387,-35.252754,-0.558716,0.354708,0.620711,28.245169,27.404156,-19.888756
152,2082396214,103.701622,2.245366,-34.721931,-0.525963,0.026488,0.662455,20.175694,27.819244,-21.407370
153,2082412881,103.972183,2.494577,-34.171391,-0.282879,0.068412,0.587844,14.770009,28.444857,-23.484964
154,2082429548,104.238792,2.770031,-33.595665,-0.044411,-0.406343,0.609429,14.311841,29.411991,-25.511272
155,2082446215,104.594238,3.071488,-32.990658,-0.072436,-0.721027,0.490120,19.379419,30.581188,-27.616722
156,2082462882,105.096283,3.397341,-32.359943,-0.333683,-0.383858,0.525070,27.888803,31.484093,-29.652990
157,2082479549,105.676483,3.744295,-31.719044,-0.649418,-1.234650,0.848121,32.320652,31.451389,-31.328186
158,2082496216,106.189987,4.111317,-31.083036,0.389295,-0.402605,1.214393,28.102694,30.530979,-32.700211
159,2082512883,106.683136,4.485765,-30.446772,1.654880,-0.742487,0.972230,26.634142,30.123512,-33.395824
160,2082529550,107.301025,4.866668,-29.782528,3.735066,0.909373,-1.521518,33.729374,31.273996,-34.544304
161,2082546217,108.286758,5.266751,-29.059637,1.823048,0.046107,-0.407101,55.211418,33.767899,-37.147198
162,2082562884,109.635498,5.685370,-28.286850,-0.014349,1.085040,-0.301507,76.395226,35.455753,-39.843746
163,2082579551,110.896080,6.121843,-27.507639,-1.033513,-1.421383,1.401612,70.717201,34.523624,-41.768013
164,2082596218,112.107094,6.576598,-26.724903,-0.217802,-0.664843,2.224154,67.363113,33.393093,-43.586060
165,2082612885,113.091400,7.059059,-25.952625,-0.455879,-1.388491,-0.013860,53.456879,31.315933,-45.496460
166,2082629552,113.764534,7.569580,-25.189152,-0.099196,-1.180003,2.542358,34.457176,29.470173,-47.258862
167,2082646219,114.320145,8.097140,-24.422680,-0.176954,-1.190518,-0.049957,26.973894,28.669508,-48.560112
168,2082662886,114.861328,8.636438,-23.648836,0.054520,-1.138947,0.602974,25.624350,28.261305,-49.629486
169,2082679553,115.542130,9.178173,-22.865032,-0.215206,-1.022168,-0.454892,33.476547,28.152309,-50.285084
170,2082696220,116.265228,9.720611,-22.072580,0.186459,-0.698858,-0.710322,35.494118,27.924183,-50.857449
171,2082712887,116.932144,10.256003,-21.279058,0.327977,-1.019764,-0.816096,31.671021,27.495203,-50.810131
172,2082729554,117.531410,10.773651,-20.486807,0.259146,-0.636293,-1.732166,27.200336,27.293159,-50.094913
173,2082746221,118.125092,11.258922,-19.701309,0.127208,-0.685323,-2.011747,26.533211,27.266962,-48.438393
174,2082762888,118.782936,11.702787,-18.924421,0.151116,-0.362624,-2.399300,30.112173,27.420975,-46.273869
175,2082779555,119.434067,12.108783,-18.165380,-0.019358,-0.417487,-2.079908,29.593990,27.030256,-44.055172
176,2082796222,119.950989,12.484202,-17.432352,-0.106411,-0.348338,-1.772054,21.571690,26.117632,-41.947227
177,2082812889,120.208679,12.836431,-16.736990,-0.288231,-0.478474,-1.609234,6.240231,24.577913,-39.784443
178,2082829556,120.219482,13.167949,-16.083273,0.189170,-0.317979,-1.534222,-8.250485,22.959841,-37.513958
179,2082846223,120.137726,13.466795,-15.474896,0.383115,0.062549,-2.040186,-13.386664,21.636972,-34.450558
180,2082862890,120.138863,13.729400,-14.907866,0.362369,0.287219,-1.988839,-8.004382,20.630247,-31.323586
181,2082879557,120.260643,13.956595,-14.386086,0.421055,0.601586,-2.004095,-0.258126,19.359034,-28.167271
182,2082896224,120.378708,14.158468,-13.915415,0.420002,0.346487,-1.432220,0.147476,17.476599,-25.380119
183,2082912891,120.366714,14.344881,-13.505418,0.646786,0.282340,-1.053376,-6.853606,14.859651,-22.802279
184,2082929558,120.221466,14.520405,-13.157365,0.589129,0.506419,-1.021693,-13.997659,12.094470,-20.393488
185,2082946225,120.059044,14.685324,-12.861843,0.423522,0.680729,-0.921078,-14.297014,9.814775,-18.273151
186,2082962892,119.935265,14.842979,-12.613121,0.245529,1.198018,-1.112791,-11.313827,7.714396,-16.508486
187,2082979559,119.850563,14.999952,-12.406205,-0.080517,1.308283,-0.831554,-8.364772,5.653504,-15.246092
188,2082996226,119.779564,15.160432,-12.237717,-0.463850,1.255077,-0.712423,-6.980005,3.630790,-14.309803
189,2083012893,119.672089,15.325244,-12.107738,-0.645860,0.930523,-0.386842,-8.592811,1.582053,-13.419668
190,2083029560,119.526863,15.491134,-12.014590,-0.772785,0.588745,-0.288979,-10.294138,-0.278526,-12.416691
191,2083046227,119.352364,15.651739,-11.956485,-0.633112,0.345991,-0.249842,-11.502059,-1.857140,-11.141381
192,2083062894,119.174400,15.795898,-11.929658,-0.247343,0.000736,-0.111924,-11.210789,-2.921233,-9.400687
193,2083079561,118.979477,15.915967,-11.936176,-0.017476,-0.311138,0.016641,-11.685046,-3.874679,-7.210453
194,2083096228,118.758362,16.010012,-11.975197,0.128156,-0.406710,0.088923,-12.718687,-4.740569,-4.951528
195,2083112895,118.539162,16.081654,-12.039742,0.170680,-0.380840,-0.013020,-12.174812,-5.372959,-3.084655
196,2083129562,118.318413,16.128782,-12.127724,0.278872,-0.240069,-0.048347,-11.874681,-5.853081,-1.169886
197,2083146229,118.077705,16.160255,-12.230486,0.291035,-0.307240,-0.024591,-12.820395,-6.158988,0.036223
198,2083162896,117.806282,16.175074,-12.347242,0.172543,-0.471289,0.064428,-14.425796,-6.407893,1.268221
199,2083179563,117.490402,16.177267,-12.478098,0.010401,-0.699424,0.158512,-16.857977,-6.789281,2.283087
200,2083196230,117.124985,16.171089,-12.621707,-0.056240,-0.789848,0.173768,-19.612993,-7.232385,3.027317
201,2083212897,116.714752,16.160206,-12.772860,-0.038275,-0.605302,0.166476,-22.176210,-7.521581,3.427236
202,2083229564,116.284065,16.144955,-12.925776,0.073338,-0.384468,0.140763,-23.373753,-7.529754,3.652872
203,2083246231,115.885719,16.126551,-13.075500,0.047590,-0.122104,0.055700,-21.488400,-7.316908,3.687819
