sep=,
DeviceTag:,Dot6_blanc
FirmwareVersion:,2.4.0
AppVersion:,2023.6.0
SyncStatus:,Synced
OutputRate:,60Hz
FilterProfile:,General
Measurement Mode:,Custom modes - custom mode1
StartTime: ,2023-12-12_15:44:41_803 CET
© Movella Technologies B. V. 2005-2023

PacketCounter,SampleTimeFine,Euler_X,Euler_Y,Euler_Z,FreeAcc_X,FreeAcc_Y,FreeAcc_Z,Gyr_X,Gyr_Y,Gyr_Z
168,2139930698,-134.263504,-38.853676,-170.546234,-1.840633,2.348938,1.716395,87.424149,4.946367,-16.043808
169,2139947365,-132.719772,-39.099102,-170.579407,-1.934748,1.800324,1.317809,91.828804,9.879677,-10.330429
170,2139964032,-131.058960,-39.325089,-170.774628,-2.095262,1.521126,1.239327,92.711517,14.432289,-4.734232
171,2139980699,-129.412613,-39.556904,-171.109467,-2.134158,1.151906,1.454054,86.490929,19.452057,-1.283539
172,2139997366,-127.842621,-39.789562,-171.570724,-2.002326,0.663499,1.461509,77.010696,23.975883,1.717211
173,2140014033,-126.341507,-39.990494,-172.134018,-1.744696,0.449852,1.401545,68.870728,26.576139,5.361948
174,2140030700,-124.879097,-40.158333,-172.773621,-1.536068,0.641535,1.411880,63.523663,28.353138,8.256275
175,2140047367,-123.456657,-40.307095,-173.505676,-1.560561,0.924346,1.157107,57.464165,31.369389,10.801421
176,2140064034,-122.130150,-40.421360,-174.321625,-1.431345,1.216946,0.954452,48.370922,33.685635,13.806608
177,2140080701,-120.888710,-40.491344,-175.220444,-1.127799,1.263487,0.803375,39.986481,35.792736,17.240177
178,2140097368,-119.737465,-40.526520,-176.200027,-0.547745,1.388298,0.664403,31.392124,38.261597,20.114922
179,2140114035,-118.737236,-40.541080,-177.233093,0.173913,1.304204,0.736458,20.230936,40.155666,21.634281
180,2140130702,-117.905640,-40.553963,-178.311783,0.486603,1.506986,0.353362,8.327186,42.286304,22.040390
181,2140147369,-117.207443,-40.570080,-179.446625,0.252724,1.433811,-0.085149,-1.876044,44.940922,22.462606
182,2140164036,-116.582367,-40.547958,179.362534,0.310328,0.913862,0.105999,-8.443901,46.452278,25.131966
183,2140180703,-115.963020,-40.484367,178.129288,0.705866,0.391419,0.415752,-10.398947,47.396801,27.713800
184,2140197370,-115.317909,-40.429981,176.834564,1.213610,0.100592,0.574908,-11.190083,50.523567,27.911390
185,2140214037,-114.633484,-40.391747,175.505096,1.519601,0.344542,0.065757,-10.135535,52.737404,27.110331
186,2140230704,-113.928497,-40.332664,174.152908,1.184786,0.729866,-0.652845,-9.731647,53.548183,28.030258
187,2140247371,-113.240501,-40.243130,172.781387,1.139037,0.954916,-0.924714,-11.420566,54.039680,29.413845
188,2140264038,-112.513489,-40.129486,171.405029,1.527793,0.530710,-0.271051,-9.154145,54.141518,30.181072
189,2140280705,-111.675148,-39.999889,170.023514,1.693042,0.239455,0.382096,-2.540277,54.527393,30.433165
190,2140297372,-110.818954,-39.863605,168.633743,1.492675,0.115915,0.341336,-1.637110,55.309856,30.152813
191,2140314039,-110.141129,-39.729675,167.227829,1.521569,-0.033174,-0.002666,-12.809487,56.585686,29.558775
192,2140330706,-109.834702,-39.610043,165.786377,1.475875,-0.104043,-0.604047,-36.306702,58.789787,28.847837
193,2140347373,-109.931473,-39.505920,164.312881,1.370299,-0.360549,-0.778897,-61.595249,60.661430,28.399017
194,2140364040,-110.238113,-39.414291,162.816833,1.672437,-0.761255,-0.202898,-74.929237,61.886337,28.298155
195,2140380707,-110.492004,-39.357361,161.319351,1.870416,-1.098549,0.377159,-71.732719,62.605824,26.695723
196,2140397374,-110.560661,-39.341431,159.828033,1.880478,-0.953064,0.267212,-60.343773,63.155251,24.474726
197,2140414041,-110.343521,-39.353432,158.352859,1.466905,-0.692015,-0.242268,-42.579674,63.076321,22.548967
198,2140430708,-109.860733,-39.350666,156.892090,1.280910,-0.540729,-0.795176,-26.100306,62.282192,22.748524
199,2140447375,-109.139671,-39.320004,155.467148,1.445853,-0.771706,-1.106595,-10.423502,60.415688,23.100973
200,2140464042,-108.276443,-39.266548,154.069763,1.665605,-0.816658,-1.070178,-0.795657,59.126133,23.133583
201,2140480709,-107.480621,-39.210754,152.695221,1.662567,-0.662873,-1.074849,-3.911561,58.465702,22.070736
202,2140497376,-106.932228,-39.161457,151.344788,1.521139,-0.646018,-1.250716,-17.786345,57.823994,20.669958
203,2140514043,-106.700836,-39.115070,150.007828,1.484006,-0.728158,-1.380515,-36.239986,57.461754,19.924143
204,2140530710,-106.730606,-39.087631,148.704025,1.492403,-0.963466,-1.102949,-50.613121,56.380966,18.289660
205,2140547377,-106.861374,-39.074867,147.451172,1.812774,-1.230636,-0.373935,-54.723484,54.355618,16.838741
206,2140564044,-107.033875,-39.082626,146.258621,1.526904,-1.216973,-0.132289,-54.940289,51.986271,14.978805
207,2140580711,-107.354019,-39.117828,145.116974,1.114916,-1.345709,-0.241009,-61.895054,50.127594,12.920591
208,2140597378,-107.952316,-39.180016,144.020416,0.561632,-1.669742,-0.808340,-76.922852,48.474396,11.134753
209,2140614045,-108.863358,-39.259567,142.964539,0.300667,-1.984880,-0.916865,-94.208984,46.796650,10.180623
210,2140630712,-110.013199,-39.352547,141.963654,0.140850,-1.836932,-0.537480,-106.523102,44.393162,9.405575
211,2140647379,-111.311562,-39.471424,141.005875,-0.008794,-1.757651,0.155557,-113.885788,42.776543,8.191018
212,2140664046,-112.728134,-39.612682,140.088684,-0.136125,-2.019316,0.551346,-119.529922,41.235394,7.245826
213,2140680713,-114.264870,-39.788578,139.224579,-0.121292,-2.320976,0.641517,-124.826164,39.505955,5.409942
214,2140697380,-115.922562,-40.017647,138.389771,-0.145065,-2.203624,0.516498,-131.104095,39.339813,3.025668
215,2140714047,-117.676537,-40.312889,137.599976,-0.082601,-2.060141,0.200873,-135.320572,39.023617,-0.314738
216,2140730714,-119.446266,-40.640884,136.861389,-0.686896,-1.515266,0.138796,-134.472977,37.728710,-2.007303
217,2140747381,-121.185722,-40.981544,136.190994,-0.924617,-1.045183,0.442663,-130.182159,35.310635,-3.120262
218,2140764048,-122.891701,-41.345581,135.602066,-0.641961,-1.282922,0.797520,-125.147194,32.849236,-5.248109
219,2140780715,-124.601135,-41.748596,135.089935,-0.219606,-1.702747,0.780556,-122.482506,31.265533,-8.176894
220,2140797382,-126.414070,-42.211418,134.676849,-0.378563,-1.647699,0.429768,-124.894287,29.840363,-12.757001
221,2140814049,-128.361359,-42.714401,134.375549,-0.720299,-1.474385,0.226721,-128.586960,27.637587,-16.739933
222,2140830716,-130.411423,-43.221245,134.176758,-0.954827,-1.148740,0.358065,-130.681976,24.757435,-18.829542
223,2140847383,-132.468811,-43.728874,134.080200,-1.158094,-1.312293,0.751592,-126.985718,22.027227,-20.914639
224,2140864050,-134.495987,-44.267216,134.089508,-1.362148,-1.591619,1.269570,-120.802727,20.649881,-24.583384
225,2140880717,-136.540054,-44.851177,134.212662,-1.651898,-1.613740,1.481749,-117.020851,20.018976,-29.180361
226,2140897384,-138.619064,-45.468895,134.465240,-1.795514,-1.142250,1.216601,-113.570389,18.861567,-33.770401
227,2140914051,-140.688400,-46.090572,134.825882,-1.949325,-0.678741,1.015277,-108.237343,17.363739,-36.534256
